Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.2918	-	VII	-	963303	965660	0.045802	53.766546	52.026870
YGR238C	KEL2	VII	-	966044	968692	0.027180	31.906352	30.873986
STRG.2919	-	VII	-	966044	968692	0.027180	31.906352	30.873986
YGR239C	PEX21	VII	-	969192	970058	0.041522	48.742293	47.165183
STRG.2920	-	VII	-	969192	970058	0.041522	48.742293	47.165183
YGR241C	YAP1802	VII	-	974880	976586	0.021090	24.757357	23.956305
YGR242W	YGR242W	VII	+	976420	976728	0.116505	136.764147	132.338992
STRG.2921	-	VII	-	974880	976586	0.021090	24.757357	23.956305
STRG.2922	-	VII	+	976420	976728	0.116505	136.764147	132.338992
YGR244C	LSC2	VII	-	978041	979324	0.063084	74.053727	71.657637
STRG.2923	-	VII	-	978041	979324	0.063084	74.053727	71.657637
YGR240C	PFK1	VII	-	970776	973739	0.303644	356.444895	344.911727
STRG.2924	-	VII	-	970776	973739	0.303644	356.444895	344.911727
YGR245C	SDA1	VII	-	979770	982073	0.203125	238.446567	230.731365
STRG.2925	-	VII	-	979770	982073	0.203125	238.446567	230.731365
YGR246C	BRF1	VII	-	982487	984277	0.118928	139.608484	135.091297
STRG.2926	-	VII	-	982487	984277	0.118928	139.608484	135.091297
YGR248W	SOL4	VII	+	985977	986744	0.046875	55.026131	53.245700
STRG.2927	-	VII	+	985977	986744	0.046875	55.026131	53.245700
YGR251W	YGR251W	VII	+	995644	996234	0.060914	71.506384	69.192716
STRG.2928	-	VII	+	995644	996234	0.060914	71.506384	69.192716
YGR250C	YGR250C	VII	-	991181	993526	0.030691	36.027882	34.862160
STRG.2929	-	VII	-	991181	993526	0.030691	36.027882	34.862160
YGR252W	GCN5	VII	+	996874	998193	0.054545	64.029873	61.958116
STRG.2930	-	VII	+	996874	998193	0.054545	64.029873	61.958116
YGR253C	PUP2	VII	-	998363	999145	0.367816	431.775815	417.805232
STRG.2931	-	VII	-	998363	999145	0.367816	431.775815	417.805232
YGR255C	COQ6	VII	-	1002528	1003967	0.025000	29.347270	28.397706
STRG.2932	-	VII	-	1002528	1003967	0.025000	29.347270	28.397706
YGR256W	GND2	VII	+	1004630	1006108	0.024341	28.573676	27.649143
STRG.2933	-	VII	+	1004630	1006108	0.024341	28.573676	27.649143
YGR258C	RAD2	VII	-	1007677	1010772	0.011628	13.650002	13.208341
STRG.2934	-	VII	-	1007677	1010772	0.011628	13.650002	13.208341
YGR254W	ENO1	VII	+	1000932	1002245	1.723744	2023.487207	1958.015044
STRG.2935	-	VII	+	1000932	1002245	1.723744	2023.487207	1958.015044
YGR259C	YGR259C	VII	-	1012487	1012927	0.081633	95.828227	92.727599
YGR260W	TNA1	VII	+	1012491	1014095	0.067290	78.991111	76.435267
STRG.2936	-	VII	-	1012487	1012927	0.081633	95.828227	92.727599
STRG.2937	-	VII	+	1012491	1014095	0.067290	78.991111	76.435267
YGR264C	MES1	VII	-	1019604	1021859	0.095745	112.394174	108.757536
YGR265W	YGR265W	VII	+	1021654	1022064	0.000000	0.000000	0.000000
STRG.2938	-	VII	-	1019604	1021859	0.095745	112.394174	108.757536
YGR267C	FOL2	VII	-	1025010	1025741	0.049180	57.731949	55.863968
STRG.2939	-	VII	-	1025010	1025741	0.049180	57.731949	55.863968
YGR268C	HUA1	VII	-	1026063	1026659	0.000000	0.000000	0.000000
YGR269W	YGR269W	VII	+	1026642	1026968	0.100917	118.465537	114.632454
STRG.2940	-	VII	+	1026642	1026968	0.100917	118.465537	114.632454
YGR271W	SLH1	VII	+	1031797	1037700	0.006098	7.158386	6.926769
STRG.2941	-	VII	+	1031797	1037700	0.006098	7.158386	6.926769
YGR270W	YTA7	VII	+	1027376	1031515	0.052174	61.246578	59.264877
YGR270C-A	YGR270C-A	VII	-	1027388	1027606	0.000000	0.000000	0.000000
STRG.2942	-	VII	+	1027376	1031515	0.052174	61.246578	59.264877
YGR272C	YGR272C	VII	-	1038048	1038506	0.215686	253.191809	244.999509
STRG.2943	-	VII	-	1038048	1038506	0.215686	253.191809	244.999509
YGR275W	RTT102	VII	+	1043282	1043755	0.227848	267.468669	258.814425
STRG.2944	-	VII	+	1043282	1043755	0.227848	267.468669	258.814425
YGR274C	TAF1	VII	-	1039901	1043101	0.033739	39.605901	38.324409
STRG.2945	-	VII	-	1039901	1043101	0.033739	39.605901	38.324409
YGR276C	RNH70	VII	-	1043825	1045486	0.073406	86.170627	83.382482
STRG.2946	-	VII	-	1043825	1045486	0.073406	86.170627	83.382482
YGR278W	CWC22	VII	+	1046737	1048470	0.041522	48.742293	47.165183
STRG.2947	-	VII	+	1046737	1048470	0.041522	48.742293	47.165183
YGR279C	SCW4	VII	-	1048804	1049964	0.217054	254.797692	246.553431
STRG.2948	-	VII	-	1048804	1049964	0.217054	254.797692	246.553431
YGR280C	PXR1	VII	-	1050916	1051731	0.132353	155.367968	150.340866
STRG.2949	-	VII	-	1050916	1051731	0.132353	155.367968	150.340866
YGR282C	BGL2	VII	-	1057789	1058730	0.420382	493.482558	477.515385
STRG.2950	-	VII	-	1057789	1058730	0.420382	493.482558	477.515385
YGR281W	YOR1	VII	+	1052830	1057263	0.081191	95.309367	92.225527
STRG.2951	-	VII	+	1052830	1057263	0.081191	95.309367	92.225527
YGR283C	YGR283C	VII	-	1059021	1060046	0.070175	82.377786	79.712362
STRG.2952	-	VII	-	1059021	1060046	0.070175	82.377786	79.712362
YGR284C	ERV29	VII	-	1060664	1061596	0.038585	45.294576	43.829020
STRG.2953	-	VII	-	1060664	1061596	0.038585	45.294576	43.829020
YGR286C	BIO2	VII	-	1063819	1064946	0.031915	37.464725	36.252512
STRG.2954	-	VII	-	1063819	1064946	0.031915	37.464725	36.252512
YGR285C	ZUO1	VII	-	1061858	1063159	0.387097	454.409603	439.706679
STRG.2955	-	VII	-	1061858	1063159	0.387097	454.409603	439.706679
YGR287C	YGR287C	VII	-	1067228	1068997	0.020339	23.875765	23.103238
STRG.2956	-	VII	-	1067228	1068997	0.020339	23.875765	23.103238
YGR295C	COS6	VII	-	1081590	1082735	0.031414	36.876605	35.683422
STRG.2957	-	VII	-	1081590	1082735	0.031414	36.876605	35.683422
YGR296W	YRF1-3	VII	+	1084870	1090597	0.006452	7.573943	7.328880
YGR296C-A	YGR296C-A	VII	-	1088876	1089451	0.000000	0.000000	0.000000
YGR296C-B	YGR296C-B	VII	-	1089752	1090234	0.000000	0.000000	0.000000
YOL158C	ENB1	XV	-	19490	21310	0.019769	23.206647	22.455770
STRG.2958	-	XV	-	19490	21310	0.019769	23.206647	22.455770
YOL157C	YOL157C	XV	-	22524	24293	0.020339	23.875765	23.103238
STRG.2959	-	XV	-	22524	24293	0.020339	23.875765	23.103238
YOL153C	-	XV	-	36821	38566	0.020619	24.204454	23.421292
STRG.2960	-	XV	-	36821	38566	0.020619	24.204454	23.421292
YOL149W	DCP1	XV	+	44937	45632	0.103448	121.436655	117.507437
STRG.2961	-	XV	+	44937	45632	0.103448	121.436655	117.507437
YOL155C	HPF1	XV	-	28702	31605	0.297521	349.257162	337.956561
STRG.2962	-	XV	-	28702	31605	0.297521	349.257162	337.956561
YOL148C	SPT20	XV	-	45759	47573	0.059504	69.851198	67.591085
STRG.2963	-	XV	-	45759	47573	0.059504	69.851198	67.591085
YOL144W	NOP8	XV	+	53097	54551	0.024742	29.044406	28.104642
STRG.2964	-	XV	+	53097	54551	0.024742	29.044406	28.104642
YOL145C	CTR9	XV	-	49554	52787	0.066790	78.404166	75.867313
STRG.2965	-	XV	-	49554	52787	0.066790	78.404166	75.867313
YOL142W	RRP40	XV	+	55557	56279	0.099585	116.901914	113.119424
STRG.2966	-	XV	+	55557	56279	0.099585	116.901914	113.119424
YOL141W	PPM2	XV	+	56451	58538	0.034483	40.479276	39.169524
STRG.2967	-	XV	+	56451	58538	0.034483	40.479276	39.169524
YOL140W	ARG8	XV	+	58759	60030	0.056604	66.446914	64.296951
STRG.2968	-	XV	+	58759	60030	0.056604	66.446914	64.296951
YOL139C	CDC33	XV	-	60383	61024	0.637072	747.852954	723.655346
STRG.2969	-	XV	-	60383	61024	0.637072	747.852954	723.655346
YOL138C	YOL138C	XV	-	61325	65350	0.008942	10.496931	10.157292
STRG.2970	-	XV	-	61325	65350	0.008942	10.496931	10.157292
YOL137W	BSC6	XV	+	65621	67114	0.024096	28.286072	27.370845
STRG.2971	-	XV	+	65621	67114	0.024096	28.286072	27.370845
YOL136C	PFK27	XV	-	67561	68754	0.030151	35.393981	34.248770
STRG.2972	-	XV	-	67561	68754	0.030151	35.393981	34.248770
YOL135C	MED7	XV	-	69376	70044	0.053812	63.169411	61.125495
STRG.2973	-	XV	-	69376	70044	0.053812	63.169411	61.125495
YOL134C	YOL134C	XV	-	70156	70545	0.184615	216.717848	209.705703
YOL133W	HRT1	XV	+	70325	70690	0.295082	346.394042	335.186081
STRG.2974	-	XV	-	70156	70545	0.184615	216.717848	209.705703
STRG.2975	-	XV	+	70325	70690	0.295082	346.394042	335.186081
YOL129W	VPS68	XV	+	77560	78114	0.194595	228.433278	221.042067
STRG.2976	-	XV	+	77560	78114	0.194595	228.433278	221.042067
YOL130W	ALR1	XV	+	74400	76979	0.083721	98.279311	95.099375
STRG.2977	-	XV	+	74400	76979	0.083721	98.279311	95.099375
YOL127W	RPL25	XV	+	80348	81190	1.925408	2260.218719	2187.086847
YOL124C	TRM11	XV	-	85456	86757	0.055300	64.916161	62.815727
STRG.2978	-	XV	-	85456	86757	0.055300	64.916161	62.815727
YOL122C	SMF1	XV	-	89692	91419	0.020833	24.455667	23.664377
STRG.2979	-	XV	-	89692	91419	0.020833	24.455667	23.664377
YOL123W	HRP1	XV	+	87844	89448	0.167601	196.745270	190.379360
STRG.2980	-	XV	+	87844	89448	0.167601	196.745270	190.379360
YOL121C	RPS19A	XV	-	92026	92850	1.765517	2072.524147	2005.465340
YOL120C	RPL18A	XV	-	93395	94402	0.960784	1127.855489	1091.362480
YOL115W	PAP2	XV	+	101475	103229	0.061538	72.238891	69.901522
STRG.2981	-	XV	+	101475	103229	0.061538	72.238891	69.901522
YOL113W	SKM1	XV	+	104326	106293	0.018293	21.473984	20.779170
STRG.2982	-	XV	+	104326	106293	0.018293	21.473984	20.779170
YOL111C	MDY2	XV	-	108258	108896	0.056338	66.134659	63.994799
STRG.2983	-	XV	-	108258	108896	0.056338	66.134659	63.994799
YOL112W	MSB4	XV	+	106710	108188	0.048682	57.147351	55.298286
STRG.2984	-	XV	+	106710	108188	0.048682	57.147351	55.298286
YOL108C	INO4	XV	-	111431	111886	0.078947	92.675156	89.676549
STRG.2985	-	XV	-	111431	111886	0.078947	92.675156	89.676549
YOL109W	ZEO1	XV	+	110297	110638	3.163743	3713.888771	3593.721799
STRG.2986	-	XV	+	110297	110638	3.163743	3713.888771	3593.721799
YOL107W	YOL107W	XV	+	112102	113130	0.034985	41.068569	39.739750
STRG.2987	-	XV	+	112102	113130	0.034985	41.068569	39.739750
YOL103W	ITR2	XV	+	124001	125830	0.190164	223.231768	216.008858
STRG.2988	-	XV	+	124001	125830	0.190164	223.231768	216.008858
YOL100W	PKH2	XV	+	129237	132482	0.022181	26.038072	25.195581
YOL099C	YOL099C	XV	-	132017	132508	0.146341	171.788352	166.229950
STRG.2989	-	XV	+	129237	132482	0.022181	26.038072	25.195581
STRG.2990	-	XV	-	132017	132508	0.146341	171.788352	166.229950
YOL103W-A	YOL103W-A	XV	+	118000	119322	0.027211	31.942742	30.909200
YOL103W-B	YOL103W-B	XV	+	118000	123268	0.102486	120.307372	116.414694
STRG.2991	-	XV	+	118000	123268	0.102486	121.343917	117.417701
YOL098C	YOL098C	XV	-	132725	135838	0.069364	81.425761	78.791140
STRG.2992	-	XV	-	132725	135838	0.069364	81.425761	78.791140
YOL096C	COQ3	XV	-	138107	139045	0.038339	45.005799	43.549587
STRG.2993	-	XV	-	138107	139045	0.038339	45.005799	43.549587
YOL097C	WRS1	XV	-	136527	137825	0.300231	352.438406	341.034872
STRG.2994	-	XV	-	136527	137825	0.300231	352.438406	341.034872
YOL095C	HMI1	XV	-	139227	141347	0.033946	39.848897	38.559542
STRG.2995	-	XV	-	139227	141347	0.033946	39.848897	38.559542
YOL094C	RFC4	XV	-	141584	142555	0.111111	130.432180	126.211902
STRG.2996	-	XV	-	141584	142555	0.111111	130.432180	126.211902
YOL092W	YOL092W	XV	+	144204	145130	0.038835	45.588049	44.112997
STRG.2997	-	XV	+	144204	145130	0.038835	45.588049	44.112997
YOL093W	TRM10	XV	+	142815	143696	0.148526	174.353304	168.711910
STRG.2998	-	XV	+	142815	143696	0.148526	174.353304	168.711910
YOL090W	MSH2	XV	+	147382	150276	0.037306	43.793170	42.376193
STRG.2999	-	XV	+	147382	150276	0.037306	43.793170	42.376193
YOL088C	MPD2	XV	-	153912	154745	0.129496	152.014162	147.095576
STRG.3000	-	XV	-	153912	154745	0.129496	152.014162	147.095576
YOL087C	YOL087C	XV	-	155287	158637	0.010743	12.611109	12.203062
STRG.3001	-	XV	-	155287	158637	0.010743	12.611109	12.203062
YOL086C	ADH1	XV	-	159548	160594	2.951289	3464.490977	3352.393546
STRG.3002	-	XV	-	159548	160594	2.951289	3464.490977	3352.393546
YOL080C	REX4	XV	-	180558	181427	0.124138	145.724455	141.009379
YOL079W	YOL079W	XV	+	181057	181455	0.000000	0.000000	0.000000
STRG.3003	-	XV	-	180558	181427	0.124138	145.724455	141.009379
YOL078W	AVO1	XV	+	181682	185212	0.010195	11.967817	11.580585
STRG.3004	-	XV	+	181682	185212	0.010195	11.967817	11.580585
YOL077W-A	ATP19	XV	+	185438	185644	0.845411	992.420187	960.309336
STRG.3005	-	XV	+	185438	185644	0.845411	992.420187	960.309336
YOL081W	IRA2	XV	+	171070	180309	0.035065	41.162481	39.830623
STRG.3006	-	XV	+	171070	180309	0.035065	41.162481	39.830623
YOL077C	BRX1	XV	-	185848	186723	0.287671	337.694338	326.767864
STRG.3007	-	XV	-	185848	186723	0.287671	337.694338	326.767864
YOL076W	MDM20	XV	+	187024	189414	0.015056	17.674100	17.102235
STRG.3008	-	XV	+	187024	189414	0.015056	17.674100	17.102235
YOL073C	YOL073C	XV	-	193832	194800	0.037152	43.612391	42.201264
STRG.3009	-	XV	-	193832	194800	0.037152	43.612391	42.201264
YOL072W	THP1	XV	+	194970	196337	0.052632	61.784220	59.785123
STRG.3010	-	XV	+	194970	196337	0.052632	61.784220	59.785123
YOL070C	NBA1	XV	-	197220	198725	0.047809	56.122545	54.306638
STRG.3011	-	XV	-	197220	198725	0.047809	56.122545	54.306638
YOL069W	NUF2	XV	+	198942	200297	0.026549	31.165627	30.157228
STRG.3012	-	XV	+	198942	200297	0.026549	31.165627	30.157228
YOL068C	HST1	XV	-	200368	201879	0.023810	27.950340	27.045976
STRG.3013	-	XV	-	200368	201879	0.023810	27.950340	27.045976
YOL066C	RIB2	XV	-	202696	204471	0.040541	47.590707	46.050857
STRG.3014	-	XV	-	202696	204471	0.040541	47.590707	46.050857
YOL064C	MET22	XV	-	206103	207176	0.084730	99.463767	96.245507
STRG.3015	-	XV	-	206103	207176	0.084730	99.463767	96.245507
YOL061W	PRS5	XV	+	212244	213734	0.048290	56.687186	54.853010
STRG.3016	-	XV	+	212244	213734	0.048290	56.687186	54.853010
YOL060C	MAM3	XV	-	214017	216137	0.050919	59.773345	57.839313
STRG.3017	-	XV	-	214017	216137	0.050919	59.773345	57.839313
YOL059W	GPD2	XV	+	217126	218448	0.163265	191.655280	185.454062
STRG.3018	-	XV	+	217126	218448	0.163265	191.655280	185.454062
YOL058W	ARG1	XV	+	219210	220472	0.085511	100.380575	97.132651
STRG.3019	-	XV	+	219210	220472	0.085511	100.380575	97.132651
YOL057W	YOL057W	XV	+	220766	222901	0.050562	59.354266	57.433793
STRG.3020	-	XV	+	220766	222901	0.050562	59.354266	57.433793
YOL056W	GPM3	XV	+	223267	224178	0.118421	139.013321	134.515392
STRG.3021	-	XV	+	223267	224178	0.118421	139.013321	134.515392
YOL055C	THI20	XV	-	224419	226074	0.021739	25.519212	24.693510
STRG.3022	-	XV	-	224419	226074	0.021739	25.519212	24.693510
YOL054W	PSH1	XV	+	228613	229833	0.058968	69.221992	66.982238
STRG.3023	-	XV	+	228613	229833	0.058968	69.221992	66.982238
YOL052C	SPE2	XV	-	232445	233635	0.060453	70.965220	68.669062
STRG.3024	-	XV	-	232445	233635	0.060453	70.965220	68.669062
YOL049W	GSH2	XV	+	238618	240093	0.024390	28.631196	27.704802
STRG.3025	-	XV	+	238618	240093	0.024390	28.631196	27.704802
YOL051W	GAL11	XV	+	234939	238184	0.044362	52.076143	50.391162
YOL050C	YOL050C	XV	-	237881	238201	0.000000	0.000000	0.000000
STRG.3026	-	XV	+	234939	238184	0.044362	52.076143	50.391162
YOL048C	YOL048C	XV	-	240203	241309	0.069971	82.138313	79.480637
YOL044W	PEX15	XV	+	247149	248300	0.031250	36.684087	35.497133
STRG.3027	-	XV	+	247149	248300	0.031250	36.684087	35.497133
YOL046C	YOL046C	XV	-	243465	244139	0.000000	0.000000	0.000000
YOL045W	PSK2	XV	+	243496	246801	0.010889	12.782497	12.368905
STRG.3028	-	XV	+	243496	246801	0.010889	12.782497	12.368905
YOL042W	NGL1	XV	+	249824	250915	0.032967	38.699658	37.447488
STRG.3029	-	XV	+	249824	250915	0.032967	38.699658	37.447488
YOL041C	NOP12	XV	-	251266	252645	0.201449	236.479126	228.827583
STRG.3030	-	XV	-	251266	252645	0.201449	236.479126	228.827583
YOL040C	RPS15	XV	-	253148	253576	1.578089	1852.504144	1792.564327
STRG.3031	-	XV	-	253148	253576	1.578089	1852.504144	1792.564327
YOL039W	RPP2A	XV	+	254296	254616	8.165109	9584.946259	9274.814739
STRG.3032	-	XV	+	254296	254616	8.165109	9584.946259	9274.814739
YOL038W	PRE6	XV	+	255336	256100	0.521569	612.265046	592.454534
STRG.3033	-	XV	+	255336	256100	0.521569	612.265046	592.454534
snR50	-	XV	+	259490	259579	0.400000	469.556316	454.363303
STRG.3034	-	XV	+	259490	259579	0.400000	469.556316	454.363303
YOL037C	YOL037C	XV	-	256665	257018	0.000000	0.000000	0.000000
YOL036W	YOL036W	XV	+	256744	259029	0.110236	129.405025	125.217983
YOL035C	YOL035C	XV	-	258802	259104	0.000000	0.000000	0.000000
STRG.3035	-	XV	+	256744	259029	0.110236	129.405025	125.217983
YOL034W	SMC5	XV	+	259924	263205	0.021938	25.752816	24.919555
STRG.3036	-	XV	+	259924	263205	0.021938	25.752816	24.919555
YOL033W	MSE1	XV	+	263476	265086	0.022346	26.231764	25.383006
STRG.3037	-	XV	+	263476	265086	0.022346	26.231764	25.383006
YOL032W	OPI10	XV	+	265430	266170	0.145749	171.093409	165.557493
STRG.3038	-	XV	+	265430	266170	0.145749	171.093409	165.557493
YOL031C	SIL1	XV	-	266265	267530	0.085308	100.142276	96.902062
STRG.3039	-	XV	-	266265	267530	0.085308	100.142276	96.902062
YOL030W	GAS5	XV	+	268188	269642	0.173196	203.313189	196.734767
STRG.3040	-	XV	+	268188	269642	0.173196	203.313189	196.734767
YOL029C	YOL029C	XV	-	269816	270421	0.237624	278.944625	269.919064
STRG.3041	-	XV	-	269816	270421	0.237624	278.944625	269.919064
YOL027C	MDM38	XV	-	272004	273725	0.167247	196.329713	189.977248
STRG.3042	-	XV	-	272004	273725	0.167247	196.329713	189.977248
YOL025W	LAG2	XV	+	274958	276940	0.018154	21.310813	20.621279
STRG.3043	-	XV	+	274958	276940	0.018154	21.310813	20.621279
YOL022C	YOL022C	XV	-	280273	281499	0.117359	137.766649	133.309057
STRG.3044	-	XV	-	280273	281499	0.117359	137.766649	133.309057
YOL020W	TAT2	XV	+	286173	287951	0.080944	95.019416	91.944958
STRG.3045	-	XV	+	286173	287951	0.080944	95.019416	91.944958
YOL019W	YOL019W	XV	+	288899	290554	0.021739	25.519212	24.693510
STRG.3046	-	XV	+	288899	290554	0.021739	25.519212	24.693510
YOL021C	DIS3	XV	-	282422	285427	0.126414	148.396230	143.594707
STRG.3047	-	XV	-	282422	285427	0.126414	148.396230	143.594707
YOL014W	YOL014W	XV	+	299694	300068	0.096000	112.693516	109.047193
STRG.3048	-	XV	+	299694	300068	0.096000	112.693516	109.047193
YOL016C	CMK2	XV	-	294778	296121	0.138393	162.458268	157.201752
STRG.3049	-	XV	-	294778	296121	0.138393	162.458268	157.201752
YOL013C	HRD1	XV	-	301381	303036	0.021739	25.519212	24.693510
STRG.3050	-	XV	-	301381	303036	0.021739	25.519212	24.693510
YOL012C	HTZ1	XV	-	303580	303984	0.177778	208.691957	201.939498
STRG.3051	-	XV	-	303580	303984	0.177778	208.691957	201.939498
YOL008W	COQ10	XV	+	310313	310936	0.057692	67.724107	65.532819
STRG.3052	-	XV	+	310313	310936	0.057692	67.724107	65.532819
YOL010W	RCL1	XV	+	307939	309042	0.097826	114.837040	111.121361
STRG.3053	-	XV	+	307939	309042	0.097826	114.837040	111.121361
YOL007C	CSI2	XV	-	311343	312368	0.070175	82.377786	79.712362
STRG.3054	-	XV	-	311343	312368	0.070175	82.377786	79.712362
YOL005C	RPB11	XV	-	315814	316176	0.115702	135.821512	131.426857
STRG.3055	-	XV	-	315814	316176	0.115702	135.821512	131.426857
YOL006C	TOP1	XV	-	313079	315388	0.077922	91.471918	88.512243
STRG.3056	-	XV	-	313079	315388	0.077922	91.471918	88.512243
YOL002C	IZH2	XV	-	323412	324365	0.037736	44.297943	42.864634
STRG.3057	-	XV	-	323412	324365	0.037736	44.297943	42.864634
YOL001W	PHO80	XV	+	325250	326131	0.122449	143.741753	139.090830
STRG.3058	-	XV	+	325250	326131	0.122449	143.741753	139.090830
YOL004W	SIN3	XV	+	316939	321549	0.023422	27.494870	26.605243
STRG.3059	-	XV	+	316939	321549	0.023422	27.494870	26.605243
YOR003W	YSP3	XV	+	331456	332892	0.025052	29.408312	28.456774
STRG.3060	-	XV	+	331456	332892	0.025052	29.408312	28.456774
YOR001W	RRP6	XV	+	326833	329034	0.065395	76.766588	74.282721
STRG.3061	-	XV	+	326833	329034	0.065395	76.766588	74.282721
YOR004W	UTP23	XV	+	333593	334357	0.141176	165.725206	160.362984
STRG.3062	-	XV	+	333593	334357	0.141176	165.725206	160.362984
YOR005C	DNL4	XV	-	334510	337344	0.012698	14.906065	14.423763
STRG.3063	-	XV	-	334510	337344	0.012698	14.906065	14.423763
YOR006C	YOR006C	XV	-	337681	338622	0.076433	89.723995	86.820876
STRG.3064	-	XV	-	337681	338622	0.076433	89.723995	86.820876
YOR008C	SLG1	XV	-	341279	342415	0.031662	37.167730	35.965127
STRG.3065	-	XV	-	341279	342415	0.031662	37.167730	35.965127
YOR007C	SGT2	XV	-	338939	339979	0.504323	592.020125	572.864660
STRG.3066	-	XV	-	338939	339979	0.504323	592.020125	572.864660
YOR012W	YOR012W	XV	+	356543	356956	0.043478	51.038424	49.387019
YOR013W	IRC11	XV	+	356751	357221	0.076433	89.723995	86.820876
STRG.3067	-	XV	+	356543	357221	0.079529	140.762419	136.207895
YOR011W	AUS1	XV	+	349679	353863	0.025806	30.293426	29.313249
STRG.3068	-	XV	+	349679	353863	0.025806	30.293426	29.313249
YOR016C	ERP4	XV	-	360461	361084	0.173077	203.173496	196.599594
STRG.3069	-	XV	-	360461	361084	0.173077	203.173496	196.599594
YOR014W	RTS1	XV	+	357674	359947	0.063325	74.336634	71.931390
YOR015W	YOR015W	XV	+	359993	360352	0.119444	140.214212	135.677426
STRG.3070	-	XV	+	357674	359947	0.063325	74.336634	71.931390
STRG.3071	-	XV	+	359993	360352	0.119444	140.214212	135.677426
YOR018W	ROD1	XV	+	364369	366882	0.014320	16.810116	16.266206
STRG.3072	-	XV	+	364369	366882	0.014320	16.810116	16.266206
YOR017W	PET127	XV	+	361412	363814	0.104869	123.104753	119.121563
STRG.3073	-	XV	+	361412	363814	0.104869	123.104753	119.121563
YOR020W-A	YOR020W-A	XV	+	371685	371957	0.131868	154.798631	149.789950
STRG.3074	-	XV	+	371685	371957	0.131868	154.798631	149.789950
YOR019W	YOR019W	XV	+	368127	370319	0.016416	19.270591	18.647070
YOR020C	HSP10	XV	-	370524	370844	0.766355	899.617077	870.508973
STRG.3075	-	XV	+	368127	370319	0.016416	19.270591	18.647070
STRG.3076	-	XV	-	370524	370844	0.766355	899.617077	870.508973
YOR021C	YOR021C	XV	-	372798	373439	0.560748	658.256913	636.958284
STRG.3077	-	XV	-	372798	373439	0.560748	658.256913	636.958284
YOR022C	YOR022C	XV	-	373710	375857	0.016760	19.674410	19.037822
STRG.3078	-	XV	-	373710	375857	0.016760	19.674410	19.037822
YOR025W	HST3	XV	+	378219	379562	0.026786	31.443839	30.426439
STRG.3079	-	XV	+	378219	379562	0.026786	31.443839	30.426439
YOR023C	AHC1	XV	-	376012	377712	0.105820	124.221123	120.201812
STRG.3080	-	XV	-	376012	377712	0.105820	124.221123	120.201812
YOR030W	DFG16	XV	+	386825	388684	0.019355	22.720656	21.985504
STRG.3081	-	XV	+	386825	388684	0.019355	22.720656	21.985504
YOR027W	STI1	XV	+	381053	382822	0.671186	787.899064	762.405720
STRG.3082	-	XV	+	381053	382822	0.671186	787.899064	762.405720
YOR033C	EXO1	XV	-	392416	394524	0.017070	20.038316	19.389954
STRG.3083	-	XV	-	392416	394524	0.017070	20.038316	19.389954
YOR034C	AKR2	XV	-	394837	397086	0.016000	18.782253	18.174532
STRG.3084	-	XV	-	394837	397086	0.016000	18.782253	18.174532
YOR035C	SHE4	XV	-	397735	400104	0.015190	17.831401	17.254446
STRG.3085	-	XV	-	397735	400104	0.015190	17.831401	17.254446
YOR036W	PEP12	XV	+	400348	401214	0.041522	48.742293	47.165183
STRG.3086	-	XV	+	400348	401214	0.041522	48.742293	47.165183
YOR037W	CYC2	XV	+	401555	402655	0.065395	76.766588	74.282721
STRG.3087	-	XV	+	401555	402655	0.065395	76.766588	74.282721
YOR039W	CKB2	XV	+	405768	406544	0.185328	217.554832	210.515606
STRG.3088	-	XV	+	405768	406544	0.185328	217.554832	210.515606
snR9	-	XV	-	407948	408134	0.192513	225.989238	218.677106
STRG.3089	-	XV	-	407948	408134	0.192513	225.989238	218.677106
YOR041C	YOR041C	XV	-	408358	408789	0.000000	75.350876	72.912815
YOR042W	CUE5	XV	+	408425	409660	0.203883	239.336376	231.592383
STRG.3090	-	XV	-	408358	408789	0.000000	75.350876	72.912815
STRG.3091	-	XV	+	408425	409660	0.203883	239.336376	231.592383
YOR043W	WHI2	XV	+	410870	412330	0.172485	202.478553	195.927136
STRG.3092	-	XV	+	410870	412330	0.172485	202.478553	195.927136
YOR044W	IRC23	XV	+	413007	413480	0.075949	89.155832	86.271096
STRG.3093	-	XV	+	413007	413480	0.075949	89.155832	86.271096
YOR047C	STD1	XV	-	416348	417682	0.053933	63.311452	61.262940
STRG.3094	-	XV	-	416348	417682	0.053933	63.311452	61.262940
YOR046C	DBP5	XV	-	414460	415908	0.099379	116.660093	112.885427
STRG.3095	-	XV	-	414460	415908	0.099379	116.660093	112.885427
YOR048C	RAT1	XV	-	418631	421651	0.047666	55.954678	54.144203
STRG.3096	-	XV	-	418631	421651	0.047666	55.954678	54.144203
YOR052C	YOR052C	XV	-	426774	427226	0.079470	93.289101	90.270629
STRG.3097	-	XV	-	426774	427226	0.079470	93.289101	90.270629
YOR051C	YOR051C	XV	-	424848	426086	0.377724	443.406725	429.059811
STRG.3098	-	XV	-	424848	426086	0.377724	443.406725	429.059811
YOR053W	YOR053W	XV	+	427819	428160	0.000000	0.000000	0.000000
YOR054C	VHS3	XV	-	427835	429859	0.017778	20.869430	20.194177
YOR055W	YOR055W	XV	+	429480	429914	0.000000	0.000000	0.000000
